,schemaTuple,visitedTest,timesVisitedTest,visitedProd,timesVisitedProd,id
371,selectedattributeattribute,True,95,True,47,fde2fd5f-b03b-53c5-8d01-0ef066c70882
372,selectedattributevalues,True,90,True,58,fde2fd5f-b03b-53c5-8d01-0ef066c70882
373,productimageid,True,24,True,32,aab5d543-5d43-5852-9dc6-de6993ce09c3
374,productimagesortorder,False,0,True,2,2367594c-e4f7-5fb3-9d1d-780a31269703
375,productimagealt,True,21,True,30,aab5d543-5d43-5852-9dc6-de6993ce09c3
376,productimageurl,True,24,True,32,aab5d543-5d43-5852-9dc6-de6993ce09c3
377,productvarianttranslationid,False,0,False,0,
378,productvarianttranslationname,True,7,False,0,
379,productvarianttranslationlanguage,True,4,False,0,
380,digitalcontentusedefaultsettings,False,0,False,0,
381,digitalcontentautomaticfulfillment,True,2,False,0,
382,digitalcontentproductvariant,False,0,False,0,
383,digitalcontentcontentfile,True,3,False,0,
384,digitalcontentmaxdownloads,True,2,False,0,
385,digitalcontenturlvaliddays,True,2,False,0,
386,digitalcontenturls,False,0,False,0,
387,digitalcontentid,True,7,False,0,
388,digitalcontentprivatemetadata,True,4,False,0,
389,digitalcontentmetadata,True,4,False,0,
390,digitalcontenturlcontent,False,0,False,0,
391,digitalcontenturlcreated,False,0,False,0,
392,digitalcontenturldownloadnum,False,0,False,0,
393,digitalcontenturlid,True,1,False,0,
394,digitalcontenturlurl,True,1,False,0,
395,digitalcontenturltoken,False,0,False,0,
396,stockwarehouse,True,39,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
397,stockproductvariant,True,3,False,0,
398,stockquantity,True,39,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
399,stockid,True,20,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
400,stockquantityallocated,True,15,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
401,productpricinginfoonsale,True,34,True,63,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
402,productpricinginfodiscount,True,1,False,0,
403,productpricinginfodiscountlocalcurrency,False,0,False,0,
404,productpricinginfopricerange,True,47,True,63,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
405,productpricinginfopricerangeundiscounted,True,52,True,73,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
406,productpricinginfopricerangelocalcurrency,True,1,False,0,
407,taxedmoneyrangestart,True,100,True,136,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
408,taxedmoneyrangestop,True,79,True,136,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
409,marginstart,True,1,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
410,marginstop,True,1,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
411,collectionseotitle,True,4,True,7,34227c34-2c4b-5544-a912-b29c79852e46
412,collectionseodescription,True,4,True,7,34227c34-2c4b-5544-a912-b29c79852e46
413,collectionid,True,35,True,23,e4878bc5-cf6f-5290-8403-b17f788b3985
414,collectionname,True,64,True,18,e4878bc5-cf6f-5290-8403-b17f788b3985
415,collectiondescription,True,8,False,0,
416,collectiondescriptionjson,True,7,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
417,collectionpublicationdate,True,10,True,5,c80c2b78-658f-5fba-8558-cff8ddd82c3d
418,collectionslug,True,22,True,5,34227c34-2c4b-5544-a912-b29c79852e46
419,collectionprivatemetadata,True,4,False,0,
420,collectionmetadata,True,4,False,0,
421,collectionproducts,True,30,True,6,8a53e3f0-038a-5a80-b075-08e0c158c834
422,collectionbackgroundimage,True,12,True,5,34227c34-2c4b-5544-a912-b29c79852e46
423,collectiontranslation,True,5,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
424,collectionispublished,True,16,True,6,c80c2b78-658f-5fba-8558-cff8ddd82c3d
425,collectiontranslationseotitle,True,1,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
426,collectiontranslationseodescription,True,1,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
427,collectiontranslationid,True,1,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
428,collectiontranslationname,True,8,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
429,collectiontranslationdescription,False,0,False,0,
430,collectiontranslationdescriptionjson,True,1,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
431,collectiontranslationlanguage,True,5,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
432,collectiontranslatablecontentseotitle,False,0,False,0,
433,collectiontranslatablecontentseodescription,False,0,False,0,
434,collectiontranslatablecontentid,True,3,False,0,
435,collectiontranslatablecontentname,True,3,False,0,
436,collectiontranslatablecontentdescription,False,0,False,0,
437,collectiontranslatablecontentdescriptionjson,False,0,False,0,
438,collectiontranslatablecontenttranslation,True,3,False,0,
439,collectiontranslatablecontentcollection,True,3,False,0,
440,categorytranslatablecontentseotitle,False,0,False,0,
441,categorytranslatablecontentseodescription,False,0,False,0,
442,categorytranslatablecontentid,True,1,False,0,
443,categorytranslatablecontentname,True,1,False,0,
444,categorytranslatablecontentdescription,False,0,False,0,
445,categorytranslatablecontentdescriptionjson,False,0,False,0,
446,categorytranslatablecontenttranslation,True,1,False,0,
447,categorytranslatablecontentcategory,True,1,False,0,
448,attributetranslatablecontentid,True,1,False,0,
449,attributetranslatablecontentname,True,1,False,0,
450,attributetranslatablecontenttranslation,True,1,False,0,
451,attributetranslatablecontentattribute,True,1,False,0,
452,attributevaluetranslatablecontentid,True,1,False,0,
453,attributevaluetranslatablecontentname,True,1,False,0,
454,attributevaluetranslatablecontenttranslation,True,1,False,0,
455,attributevaluetranslatablecontentattributevalue,True,1,False,0,
456,productvarianttranslatablecontentid,True,3,False,0,
457,productvarianttranslatablecontentname,True,3,False,0,
458,productvarianttranslatablecontenttranslation,True,3,False,0,
459,productvarianttranslatablecontentproductvariant,True,3,False,0,
460,pagetranslatablecontentseotitle,False,0,False,0,
461,pagetranslatablecontentseodescription,False,0,False,0,
462,pagetranslatablecontentid,True,3,False,0,
463,pagetranslatablecontenttitle,True,3,False,0,
464,pagetranslatablecontentcontent,False,0,False,0,
465,pagetranslatablecontentcontentjson,False,0,False,0,
466,pagetranslatablecontenttranslation,True,5,False,0,
467,pagetranslatablecontentpage,True,3,False,0,
468,pagetranslationseotitle,False,0,True,2,67d4f373-2df9-5050-9cc6-8475ff84b884
469,pagetranslationseodescription,False,0,True,2,67d4f373-2df9-5050-9cc6-8475ff84b884
470,pagetranslationid,False,0,True,2,67d4f373-2df9-5050-9cc6-8475ff84b884
471,pagetranslationtitle,True,7,True,2,67d4f373-2df9-5050-9cc6-8475ff84b884
472,pagetranslationcontent,False,0,False,0,
473,pagetranslationcontentjson,False,0,True,2,67d4f373-2df9-5050-9cc6-8475ff84b884
474,pagetranslationlanguage,True,4,True,2,67d4f373-2df9-5050-9cc6-8475ff84b884
475,pageseotitle,False,0,True,5,1789c80c-e3ac-57d3-8e3e-0dc894bba1a5
476,pageseodescription,False,0,True,5,1789c80c-e3ac-57d3-8e3e-0dc894bba1a5
477,pageid,True,26,True,14,e4878bc5-cf6f-5290-8403-b17f788b3985
478,pagetitle,True,28,True,14,e4878bc5-cf6f-5290-8403-b17f788b3985
479,pagecontent,True,3,False,0,
480,pagecontentjson,True,3,True,5,1789c80c-e3ac-57d3-8e3e-0dc894bba1a5
481,pagepublicationdate,True,7,True,1,692122f1-be71-5d3b-acf3-c14f2f33e03e
482,pageslug,True,15,True,11,cd2250b5-f0c6-5ee0-9496-49c4dfe02e45
483,pagecreated,False,0,False,0,
484,pageprivatemetadata,False,0,False,0,
485,pagemetadata,False,0,False,0,
486,pagetranslation,True,2,True,2,67d4f373-2df9-5050-9cc6-8475ff84b884
487,pageispublished,True,9,True,8,cd2250b5-f0c6-5ee0-9496-49c4dfe02e45
488,shippingmethodtranslatablecontentid,True,2,False,0,
489,shippingmethodtranslatablecontentname,True,2,False,0,
490,shippingmethodtranslatablecontenttranslation,True,2,False,0,
491,shippingmethodtranslatablecontentshippingmethod,True,2,False,0,
492,saletranslatablecontentid,True,2,False,0,
493,saletranslatablecontentname,True,2,False,0,
494,saletranslatablecontenttranslation,True,2,False,0,
495,saletranslatablecontentsale,True,2,False,0,
496,saletranslationid,False,0,True,1,9e47fdf0-8381-54c5-ad61-17dcef1a425d
497,saletranslationname,True,4,True,1,9e47fdf0-8381-54c5-ad61-17dcef1a425d
498,saletranslationlanguage,True,2,True,1,9e47fdf0-8381-54c5-ad61-17dcef1a425d
499,saleid,True,18,True,4,9e47fdf0-8381-54c5-ad61-17dcef1a425d
500,salename,True,39,True,4,9e47fdf0-8381-54c5-ad61-17dcef1a425d
501,saletype,True,3,True,3,6ee4b3ce-80b5-521d-bca0-1cf5eb836e2d
502,salevalue,True,2,True,3,6ee4b3ce-80b5-521d-bca0-1cf5eb836e2d
503,salestartdate,True,14,True,3,6ee4b3ce-80b5-521d-bca0-1cf5eb836e2d
504,saleenddate,True,1,True,3,6ee4b3ce-80b5-521d-bca0-1cf5eb836e2d
505,salecategories,False,0,False,0,
506,salecollections,False,0,False,0,
507,saleproducts,False,0,False,0,
508,saletranslation,True,2,True,1,9e47fdf0-8381-54c5-ad61-17dcef1a425d
509,collectioncountableconnectionpageinfo,True,12,True,2,5ee02229-bef7-53ab-acac-72cd4f73b763
510,collectioncountableconnectionedges,True,28,True,8,c80c2b78-658f-5fba-8558-cff8ddd82c3d
511,collectioncountableconnectiontotalcount,False,0,False,0,
512,collectioncountableedgenode,True,28,True,8,c80c2b78-658f-5fba-8558-cff8ddd82c3d
513,collectioncountableedgecursor,False,0,False,0,
514,vouchertranslatablecontentid,True,2,False,0,
515,vouchertranslatablecontentname,True,2,False,0,
516,vouchertranslatablecontenttranslation,True,2,False,0,
517,vouchertranslatablecontentvoucher,True,2,False,0,
518,vouchertranslationid,False,0,True,2,36592a3b-783b-53b9-a5fc-788df4c17841
519,vouchertranslationname,True,6,True,2,36592a3b-783b-53b9-a5fc-788df4c17841
520,vouchertranslationlanguage,True,4,True,2,36592a3b-783b-53b9-a5fc-788df4c17841
521,voucherid,True,17,True,4,36592a3b-783b-53b9-a5fc-788df4c17841
522,vouchername,True,53,True,2,36592a3b-783b-53b9-a5fc-788df4c17841
523,vouchertype,True,6,False,0,
524,vouchercode,True,10,True,2,711fba2e-850b-527c-a95b-63a914480743
525,voucherusagelimit,True,1,True,2,711fba2e-850b-527c-a95b-63a914480743
526,voucherused,True,1,False,0,
527,voucherstartdate,True,20,True,2,711fba2e-850b-527c-a95b-63a914480743
528,voucherenddate,True,5,True,2,711fba2e-850b-527c-a95b-63a914480743
529,voucherapplyonceperorder,True,6,False,0,
530,voucherapplyoncepercustomer,True,6,False,0,
531,voucherdiscountvaluetype,True,7,True,2,711fba2e-850b-527c-a95b-63a914480743
532,voucherdiscountvalue,True,1,True,2,711fba2e-850b-527c-a95b-63a914480743
533,voucherminspent,True,5,True,2,711fba2e-850b-527c-a95b-63a914480743
534,vouchermincheckoutitemsquantity,True,6,True,2,711fba2e-850b-527c-a95b-63a914480743
535,vouchercategories,False,0,False,0,
536,vouchercollections,False,0,False,0,
537,voucherproducts,False,0,False,0,
538,vouchercountries,True,1,True,2,711fba2e-850b-527c-a95b-63a914480743
539,vouchertranslation,True,4,True,2,36592a3b-783b-53b9-a5fc-788df4c17841
540,menuitemtranslatablecontentid,True,3,False,0,
541,menuitemtranslatablecontentname,True,3,False,0,
542,menuitemtranslatablecontenttranslation,True,3,False,0,
543,menuitemtranslatablecontentmenuitem,True,3,False,0,
544,menuitemtranslationid,False,0,False,0,
545,menuitemtranslationname,True,6,False,0,
546,menuitemtranslationlanguage,True,3,False,0,
547,menuitemid,True,44,True,6,e4878bc5-cf6f-5290-8403-b17f788b3985
548,menuitemname,True,18,True,3,e4878bc5-cf6f-5290-8403-b17f788b3985
549,menuitemmenu,True,1,False,0,
550,menuitemparent,True,15,True,1,f1332cad-8e77-54ac-98d6-08183e6675c4
551,menuitemcategory,True,4,True,3,e4878bc5-cf6f-5290-8403-b17f788b3985
552,menuitemcollection,True,3,True,3,e4878bc5-cf6f-5290-8403-b17f788b3985
553,menuitempage,True,5,True,3,e4878bc5-cf6f-5290-8403-b17f788b3985
554,menuitemlevel,False,0,True,2,e4878bc5-cf6f-5290-8403-b17f788b3985
555,menuitemchildren,True,15,True,12,e4878bc5-cf6f-5290-8403-b17f788b3985
556,menuitemurl,True,6,True,3,e4878bc5-cf6f-5290-8403-b17f788b3985
557,menuitemtranslation,True,3,False,0,
558,menuid,True,16,True,4,e4878bc5-cf6f-5290-8403-b17f788b3985
559,menuname,True,31,True,4,e4878bc5-cf6f-5290-8403-b17f788b3985
560,menuslug,True,15,False,0,
561,menuitems,True,8,True,4,e4878bc5-cf6f-5290-8403-b17f788b3985
562,stockcountableconnectionpageinfo,False,0,False,0,
563,stockcountableconnectionedges,True,6,False,0,
564,stockcountableconnectiontotalcount,True,6,False,0,
565,stockcountableedgenode,True,6,False,0,
566,stockcountableedgecursor,False,0,False,0,
567,shopavailablepaymentgateways,True,3,False,0,
568,shopgeolocalization,True,2,False,0,
569,shopauthorizationkeys,True,1,True,1,3e407d14-2113-5973-9374-cfad8da056c6
570,shopcountries,True,7,True,4,3e407d14-2113-5973-9374-cfad8da056c6
571,shopdefaultcountry,True,4,True,1,dcca3886-7f6c-5248-b362-cadae731e3ac
572,shopdefaultmailsendername,True,14,True,1,3e407d14-2113-5973-9374-cfad8da056c6
573,shopdefaultmailsenderaddress,True,14,True,1,3e407d14-2113-5973-9374-cfad8da056c6
574,shopdescription,True,2,True,1,3e407d14-2113-5973-9374-cfad8da056c6
575,shopdomain,True,3,True,2,3e407d14-2113-5973-9374-cfad8da056c6
576,shoplanguages,True,2,True,1,dcca3886-7f6c-5248-b362-cadae731e3ac
577,shopname,True,4,True,2,3e407d14-2113-5973-9374-cfad8da056c6
578,shoppermissions,True,2,True,1,dcca3886-7f6c-5248-b362-cadae731e3ac
579,shopphoneprefixes,False,0,False,0,
580,shopheadertext,True,1,False,0,
581,shopincludetaxesinprices,True,2,True,2,8cb61222-0e81-5b62-a801-6475f5cb7288
582,shopdisplaygrossprices,True,1,True,2,8cb61222-0e81-5b62-a801-6475f5cb7288
583,shopchargetaxesonshipping,True,2,True,1,8cb61222-0e81-5b62-a801-6475f5cb7288
584,shoptrackinventorybydefault,True,1,True,1,dcca3886-7f6c-5248-b362-cadae731e3ac
585,shopdefaultweightunit,True,1,True,2,7e689c17-66f1-5175-81f0-26dca2f412ca
586,shoptranslation,True,2,False,0,
587,shopautomaticfulfillmentdigitalproducts,True,2,False,0,
588,shopdefaultdigitalmaxdownloads,True,2,False,0,
589,shopdefaultdigitalurlvaliddays,True,2,False,0,
590,shopcompanyaddress,True,1,True,1,3e407d14-2113-5973-9374-cfad8da056c6
591,shopcustomersetpasswordurl,True,4,True,1,3e407d14-2113-5973-9374-cfad8da056c6
592,shopstaffnotificationrecipients,True,1,False,0,
593,paymentgatewayname,True,29,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
594,paymentgatewayid,True,29,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
595,paymentgatewayconfig,True,26,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
596,paymentgatewaycurrencies,True,19,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
597,gatewayconfiglinefield,True,26,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
598,gatewayconfiglinevalue,True,26,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
599,geolocalizationcountry,True,2,False,0,
600,authorizationkeyname,True,3,True,1,3e407d14-2113-5973-9374-cfad8da056c6
601,authorizationkeykey,True,3,True,1,3e407d14-2113-5973-9374-cfad8da056c6
602,domainhost,True,3,True,2,3e407d14-2113-5973-9374-cfad8da056c6
603,domainsslenabled,True,1,False,0,
604,domainurl,True,2,True,1,dcca3886-7f6c-5248-b362-cadae731e3ac
605,navigationmain,False,0,False,0,
606,navigationsecondary,False,0,False,0,
607,shoptranslationid,False,0,False,0,
608,shoptranslationheadertext,True,2,False,0,
609,shoptranslationdescription,False,0,False,0,
610,shoptranslationlanguage,True,2,False,0,
611,staffnotificationrecipientuser,True,9,False,0,
612,staffnotificationrecipientactive,True,9,False,0,
613,staffnotificationrecipientid,False,0,False,0,
614,staffnotificationrecipientemail,True,9,False,0,
615,userid,True,161,True,66,e56b5d25-c288-56c1-b957-e3ad1a162c87
616,userlastlogin,True,5,True,7,e4cc9dea-eb43-53ae-a758-052f7f1cad97
617,useremail,True,185,True,52,e56b5d25-c288-56c1-b957-e3ad1a162c87
618,userfirstname,True,114,True,62,e56b5d25-c288-56c1-b957-e3ad1a162c87
619,userlastname,True,68,True,62,e56b5d25-c288-56c1-b957-e3ad1a162c87
620,userisstaff,True,23,True,1,d6f254aa-3f13-57f7-ba3d-a9803751676b
621,userisactive,True,30,True,18,ce3b0ea1-76e5-57fe-a7eb-ad52289c7598
622,usernote,True,7,True,7,e4cc9dea-eb43-53ae-a758-052f7f1cad97
623,userdatejoined,True,5,True,7,e4cc9dea-eb43-53ae-a758-052f7f1cad97
624,userdefaultshippingaddress,True,17,True,12,d6f254aa-3f13-57f7-ba3d-a9803751676b
625,userdefaultbillingaddress,True,17,True,12,d6f254aa-3f13-57f7-ba3d-a9803751676b
626,userprivatemetadata,True,5,False,0,
627,usermetadata,True,5,False,0,
628,useraddresses,True,6,True,5,d6f254aa-3f13-57f7-ba3d-a9803751676b
629,usercheckout,True,2,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
630,usergiftcards,True,1,False,0,
631,userorders,True,7,True,21,e56b5d25-c288-56c1-b957-e3ad1a162c87
632,useruserpermissions,True,34,True,9,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
633,userpermissiongroups,True,23,False,0,
634,usereditablegroups,True,4,True,9,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
635,useravatar,True,21,True,11,ce3b0ea1-76e5-57fe-a7eb-ad52289c7598
636,userevents,True,12,False,0,
637,userstoredpaymentsources,True,2,False,0,
638,checkoutcreated,False,0,False,0,
639,checkoutlastchange,False,0,False,0,
640,checkoutuser,True,4,False,0,
641,checkoutquantity,False,0,False,0,
642,checkoutbillingaddress,True,23,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
643,checkoutshippingaddress,True,23,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
644,checkoutshippingmethod,True,23,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
645,checkoutnote,False,0,False,0,
646,checkoutdiscount,True,23,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
647,checkoutdiscountname,True,23,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
648,checkouttranslateddiscountname,True,23,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
649,checkoutvouchercode,True,45,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
650,checkoutgiftcards,True,25,False,0,
651,checkoutid,True,98,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
652,checkoutprivatemetadata,True,5,False,0,
653,checkoutmetadata,True,5,False,0,
654,checkoutavailableshippingmethods,True,29,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
655,checkoutavailablepaymentgateways,True,26,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
656,checkoutemail,True,47,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
657,checkoutisshippingrequired,True,24,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
658,checkoutlines,True,67,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
659,checkoutshippingprice,True,23,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
660,checkoutsubtotalprice,True,26,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
661,checkouttoken,True,96,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
662,checkouttotalprice,True,43,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
663,giftcardcode,True,3,False,0,
664,giftcarduser,True,15,False,0,
665,giftcardcreated,True,9,False,0,
666,giftcardstartdate,True,9,False,0,
667,giftcardenddate,True,9,False,0,
668,giftcardlastusedon,True,9,False,0,
669,giftcardisactive,True,15,False,0,
670,giftcardinitialbalance,True,9,False,0,
671,giftcardcurrentbalance,True,15,False,0,
672,giftcardid,True,32,False,0,
673,giftcarddisplaycode,True,43,False,0,
674,checkoutlineid,True,26,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
675,checkoutlinevariant,True,43,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
676,checkoutlinequantity,True,72,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
677,checkoutlinetotalprice,True,26,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
678,checkoutlinerequiresshipping,False,0,False,0,
679,giftcardcountableconnectionpageinfo,False,0,False,0,
680,giftcardcountableconnectionedges,True,2,False,0,
681,giftcardcountableconnectiontotalcount,True,1,False,0,
682,giftcardcountableedgenode,True,2,False,0,
683,giftcardcountableedgecursor,False,0,False,0,
684,ordercountableconnectionpageinfo,True,64,True,10,021b168f-c1e0-5dae-96fa-8f48c76d685b
685,ordercountableconnectionedges,True,143,True,24,021b168f-c1e0-5dae-96fa-8f48c76d685b
686,ordercountableconnectiontotalcount,True,110,True,8,e56b5d25-c288-56c1-b957-e3ad1a162c87
687,ordercountableedgenode,True,143,True,24,021b168f-c1e0-5dae-96fa-8f48c76d685b
688,ordercountableedgecursor,False,0,False,0,
689,orderid,True,197,True,41,021b168f-c1e0-5dae-96fa-8f48c76d685b
690,ordercreated,True,27,True,24,021b168f-c1e0-5dae-96fa-8f48c76d685b
691,orderstatus,True,32,True,15,021b168f-c1e0-5dae-96fa-8f48c76d685b
692,orderuser,True,2,False,0,
693,orderlanguagecode,False,0,False,0,
694,ordertrackingclientid,False,0,False,0,
695,orderbillingaddress,True,18,True,8,021b168f-c1e0-5dae-96fa-8f48c76d685b
696,ordershippingaddress,True,14,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
697,ordershippingmethod,False,0,False,0,
698,ordershippingmethodname,False,0,False,0,
699,ordershippingprice,True,6,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
700,ordertoken,True,30,True,6,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
701,ordervoucher,True,3,False,0,
702,ordergiftcards,True,1,False,0,
703,orderdiscount,True,3,False,0,
704,orderdiscountname,True,3,False,0,
705,ordertranslateddiscountname,False,0,False,0,
706,orderdisplaygrossprices,False,0,False,0,
707,ordercustomernote,True,3,False,0,
708,orderweight,False,0,False,0,
709,orderprivatemetadata,True,12,False,0,
710,ordermetadata,True,12,False,0,
711,orderfulfillments,True,12,False,0,
712,orderlines,True,13,True,16,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
713,orderactions,False,0,False,0,
714,orderavailableshippingmethods,True,2,False,0,
715,orderinvoices,True,2,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
716,ordernumber,True,89,True,31,021b168f-c1e0-5dae-96fa-8f48c76d685b
717,orderispaid,True,5,False,0,
718,orderpaymentstatus,True,19,True,19,021b168f-c1e0-5dae-96fa-8f48c76d685b
719,orderpaymentstatusdisplay,True,10,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
720,orderpayments,True,1,False,0,
721,ordertotal,True,76,True,21,021b168f-c1e0-5dae-96fa-8f48c76d685b
722,ordersubtotal,True,6,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
723,orderstatusdisplay,True,6,True,6,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
724,ordercanfinalize,True,4,False,0,
725,ordertotalauthorized,False,0,False,0,
726,ordertotalcaptured,True,1,False,0,
727,orderevents,True,5,False,0,
728,ordertotalbalance,False,0,False,0,
729,orderuseremail,True,30,True,12,021b168f-c1e0-5dae-96fa-8f48c76d685b
730,orderisshippingrequired,False,0,False,0,
731,fulfillmentid,True,5,False,0,
732,fulfillmentfulfillmentorder,True,2,False,0,
733,fulfillmentstatus,True,5,False,0,
734,fulfillmenttrackingnumber,True,4,False,0,
735,fulfillmentcreated,False,0,False,0,
736,fulfillmentprivatemetadata,True,4,False,0,
737,fulfillmentmetadata,True,4,False,0,
738,fulfillmentlines,True,1,False,0,
739,fulfillmentstatusdisplay,False,0,False,0,
740,fulfillmentwarehouse,True,1,False,0,
741,fulfillmentlineid,False,0,False,0,
742,fulfillmentlinequantity,True,2,False,0,
743,fulfillmentlineorderline,True,2,False,0,
744,orderlineid,True,24,True,12,38c4706b-23db-5922-9852-b0856018ec3b
745,orderlineproductname,True,9,True,14,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
746,orderlinevariantname,True,1,False,0,
747,orderlineproductsku,True,6,False,0,
748,orderlineisshippingrequired,False,0,True,10,38c4706b-23db-5922-9852-b0856018ec3b
749,orderlinequantity,True,15,True,14,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
750,orderlinequantityfulfilled,False,0,True,10,38c4706b-23db-5922-9852-b0856018ec3b
751,orderlinetaxrate,False,0,False,0,
752,orderlinedigitalcontenturl,False,0,False,0,
753,orderlinethumbnail,True,1,True,14,38c4706b-23db-5922-9852-b0856018ec3b
754,orderlineunitprice,True,6,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
755,orderlinetotalprice,True,5,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
756,orderlinevariant,True,8,True,16,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
757,orderlinetranslatedproductname,False,0,False,0,
758,orderlinetranslatedvariantname,False,0,False,0,
759,orderlineallocations,True,2,True,10,38c4706b-23db-5922-9852-b0856018ec3b
760,allocationid,True,2,False,0,
761,allocationquantity,True,2,True,10,38c4706b-23db-5922-9852-b0856018ec3b
762,allocationwarehouse,True,2,True,10,38c4706b-23db-5922-9852-b0856018ec3b
763,invoiceid,True,7,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
764,invoicemetadata,True,4,False,0,
765,invoicestatus,True,11,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
766,invoicenumber,True,16,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
767,invoiceexternalurl,True,2,False,0,
768,invoiceprivatemetadata,False,0,False,0,
769,invoicecreatedat,False,0,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
770,invoiceupdatedat,False,0,False,0,
771,invoicemessage,False,0,False,0,
772,invoiceurl,True,14,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
773,jobstatus,False,0,False,0,
774,jobcreatedat,False,0,False,0,
775,jobupdatedat,False,0,False,0,
776,jobmessage,False,0,False,0,
777,paymentid,True,17,False,0,
778,paymentgateway,True,4,False,0,
779,paymentisactive,False,0,False,0,
780,paymentcreated,False,0,False,0,
781,paymentmodified,False,0,False,0,
782,paymenttoken,True,3,False,0,
783,paymentcheckout,False,0,False,0,
784,paymentorder,False,0,False,0,
785,paymentcustomeripaddress,False,0,False,0,
786,paymentchargestatus,True,20,False,0,
787,paymentactions,True,1,False,0,
788,paymenttotal,True,4,False,0,
789,paymentcapturedamount,True,1,False,0,
790,paymenttransactions,True,10,False,0,
791,paymentavailablecaptureamount,False,0,False,0,
792,paymentavailablerefundamount,False,0,False,0,
793,paymentcreditcard,True,3,False,0,
794,transactionid,False,0,False,0,
795,transactioncreated,False,0,False,0,
796,transactionpayment,False,0,False,0,
797,transactiontoken,True,9,False,0,
